YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
1999,OK,Total Electric Power Industry,Total,54865359
1999,OK,Total Electric Power Industry,Coal,33710011
1999,OK,Total Electric Power Industry,Hydroelectric Conventional,3175399
1999,OK,Total Electric Power Industry,Natural Gas,17852306
1999,OK,Total Electric Power Industry,Other Biomass,1603
1999,OK,Total Electric Power Industry,Other Gases,55265
1999,OK,Total Electric Power Industry,Petroleum,16625
1999,OK,Total Electric Power Industry,Pumped Storage,-106374
1999,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,160524
1999,OK,"Electric Generators, Electric Utilities",Total,50278792
1999,OK,"Electric Generators, Electric Utilities",Coal,30588375
1999,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3175399
1999,OK,"Electric Generators, Electric Utilities",Natural Gas,16613770
1999,OK,"Electric Generators, Electric Utilities",Petroleum,7622
1999,OK,"Electric Generators, Electric Utilities",Pumped Storage,-106374
1999,OK,"Combined Heat and Power, Industrial Power",Total,1113716
1999,OK,"Combined Heat and Power, Industrial Power",Coal,447261
1999,OK,"Combined Heat and Power, Industrial Power",Natural Gas,440157
1999,OK,"Combined Heat and Power, Industrial Power",Other Biomass,1603
1999,OK,"Combined Heat and Power, Industrial Power",Other Gases,55265
1999,OK,"Combined Heat and Power, Industrial Power",Petroleum,8906
1999,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,160524
1999,OK,"Combined Heat and Power, Electric Power",Total,3433579
1999,OK,"Combined Heat and Power, Electric Power",Coal,2674375
1999,OK,"Combined Heat and Power, Electric Power",Natural Gas,759204
1999,OK,"Combined Heat and Power, Commercial Power",Total,39272
1999,OK,"Combined Heat and Power, Commercial Power",Natural Gas,39175
1999,OK,"Combined Heat and Power, Commercial Power",Petroleum,97
1999,OR,Total Electric Power Industry,Total,56848347
1999,OR,Total Electric Power Industry,Coal,3722644
1999,OR,Total Electric Power Industry,Hydroelectric Conventional,45639050
1999,OR,Total Electric Power Industry,Natural Gas,6880440
1999,OR,Total Electric Power Industry,Other Biomass,92410
1999,OR,Total Electric Power Industry,Petroleum,8029
1999,OR,Total Electric Power Industry,Wind,84792
1999,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,420982
1999,OR,"Electric Generators, Independent Power Producers",Total,582535
1999,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,405167
1999,OR,"Electric Generators, Independent Power Producers",Natural Gas,166
1999,OR,"Electric Generators, Independent Power Producers",Other Biomass,92410
1999,OR,"Electric Generators, Independent Power Producers",Wind,84792
1999,OR,"Electric Generators, Electric Utilities",Total,51698318
1999,OR,"Electric Generators, Electric Utilities",Coal,3697900
1999,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,45233883
1999,OR,"Electric Generators, Electric Utilities",Natural Gas,2758836
1999,OR,"Electric Generators, Electric Utilities",Other Biomass,0
1999,OR,"Electric Generators, Electric Utilities",Petroleum,7699
1999,OR,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
1999,OR,"Combined Heat and Power, Industrial Power",Total,645607
1999,OR,"Combined Heat and Power, Industrial Power",Coal,24744
1999,OR,"Combined Heat and Power, Industrial Power",Natural Gas,434964
1999,OR,"Combined Heat and Power, Industrial Power",Petroleum,327
1999,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,185572
1999,OR,"Combined Heat and Power, Electric Power",Total,3915583
1999,OR,"Combined Heat and Power, Electric Power",Natural Gas,3680173
1999,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,235410
1999,OR,"Combined Heat and Power, Commercial Power",Total,6304
1999,OR,"Combined Heat and Power, Commercial Power",Natural Gas,6301
1999,OR,"Combined Heat and Power, Commercial Power",Petroleum,3
1999,PA,Total Electric Power Industry,Total,194528045
1999,PA,Total Electric Power Industry,Coal,111214374
1999,PA,Total Electric Power Industry,Hydroelectric Conventional,1946598
1999,PA,Total Electric Power Industry,Natural Gas,3802013
1999,PA,Total Electric Power Industry,Nuclear,71127449
1999,PA,Total Electric Power Industry,Other,57657
1999,PA,Total Electric Power Industry,Other Biomass,2038376
1999,PA,Total Electric Power Industry,Other Gases,575293
1999,PA,Total Electric Power Industry,Petroleum,3496238
1999,PA,Total Electric Power Industry,Pumped Storage,-449612
1999,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,719659
1999,PA,"Electric Generators, Independent Power Producers",Total,21629679
1999,PA,"Electric Generators, Independent Power Producers",Coal,19263357
1999,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,342247
1999,PA,"Electric Generators, Independent Power Producers",Natural Gas,26999
1999,PA,"Electric Generators, Independent Power Producers",Nuclear,242572
1999,PA,"Electric Generators, Independent Power Producers",Other Biomass,1707739
1999,PA,"Electric Generators, Independent Power Producers",Other Gases,307
1999,PA,"Electric Generators, Independent Power Producers",Petroleum,46458
1999,PA,"Electric Generators, Electric Utilities",Total,161595988
1999,PA,"Electric Generators, Electric Utilities",Coal,85580341
1999,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1604351
1999,PA,"Electric Generators, Electric Utilities",Natural Gas,912763
1999,PA,"Electric Generators, Electric Utilities",Nuclear,70884877
1999,PA,"Electric Generators, Electric Utilities",Petroleum,3063268
1999,PA,"Electric Generators, Electric Utilities",Pumped Storage,-449612
1999,PA,"Combined Heat and Power, Industrial Power",Total,3764114
1999,PA,"Combined Heat and Power, Industrial Power",Coal,1556983
1999,PA,"Combined Heat and Power, Industrial Power",Natural Gas,676758
1999,PA,"Combined Heat and Power, Industrial Power",Other,57657
1999,PA,"Combined Heat and Power, Industrial Power",Other Biomass,30010
1999,PA,"Combined Heat and Power, Industrial Power",Other Gases,574986
1999,PA,"Combined Heat and Power, Industrial Power",Petroleum,333143
1999,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,534577
1999,PA,"Combined Heat and Power, Electric Power",Total,7107445
1999,PA,"Combined Heat and Power, Electric Power",Coal,4808324
1999,PA,"Combined Heat and Power, Electric Power",Natural Gas,1995713
1999,PA,"Combined Heat and Power, Electric Power",Other Biomass,75368
1999,PA,"Combined Heat and Power, Electric Power",Petroleum,42958
1999,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,185082
1999,PA,"Combined Heat and Power, Commercial Power",Total,430819
1999,PA,"Combined Heat and Power, Commercial Power",Coal,5369
1999,PA,"Combined Heat and Power, Commercial Power",Natural Gas,189780
1999,PA,"Combined Heat and Power, Commercial Power",Other Biomass,225259
